"Factor","Diagonal_value","W_sparsity","H_sparsity"
1,40.7331815210916,0,0
2,16.5041822989286,0.825136612021858,0.61200338123415
3,5.65621640207116,0.836065573770492,0.80050718512257
4,3.95826443044396,0.846994535519126,0.726965342349958
5,1.43047117920822,0.366120218579235,0.714285714285714
